 ident,name,latitude_deg,longitude_deg
08ID,Symms Airport,43.56930161,-116.7770004
08II,Parkview Lagrange Hospital Heliport,41.645085,-85.426386
08IL,Harms Airstrip,41.57699966,-89.79399872
08IN,Winona Lake Seaplane Base,41.223056,-85.830556
08IS,Hemmer RLA Restricted Landing Area,37.97779846,-89.20290375
08KS,Alderson Airport,39.03469849,-97.58000183
08KY,Boss Airport,36.97259903,-84.62609863
08LA,Air Oil Inc Nr 2 Heliport,29.95299911,-90.18260193
08LL,Sauer Airport,41.07529831,-88.48919678
08LS,Aeleron Airport,30.40360069,-92.02359772
08MA,Wormid Airport,42.29399872,-71.49620056
08MD,St Joseph Hospital Heliport,39.38830185,-76.61000061
08ME,Lindbergh Airport,44.81420135,-70.34529877
08MI,Sparrow Hospital Heliport,42.73419952,-84.53659821
08MN,Christenson Point Seaplane Base,47.66939926,-93.05439758
08MO,Twin Oaks Airport,37.39559937,-94.28379822
08MS,Williams Field,34.66220093,-89.86830139
08MT,Clark Airport,47.06389999,-108.8170013
08N,Keller Brothers Airport,40.29180145,-76.32879639
08NC,Whiteheart Farm Airport,36.06760025,-80.46559906
08ND,Brecht Strip,47.32310104,-102.0979996
08NE,Laurel Municipal Airport,42.43170166,-97.07949829
08NH,Memorial Hospital Heliport,44.06129837,-71.13580322
08NJ,St Barnabas Medical Center Heliport,40.76259995,-74.30400085
08NY,Md1 Airport,41.36809921,-74.50559998
08OH,Kenley Airport,41.29169846,-80.56369781
08OK,Parks Airport,34.93149948,-95.25830078
08OL,Broken B Airport,35.408087,-98.605477
08OR,Saxon Sycan Airport,42.83929825,-121.1169968
08PA,Pocono Raceway Heliport,41.0583992,-75.49960327
08PN,Thomson Heliport,40.04589844,-76.28079987
08R,Richmond Airport,41.48949814,-71.62059784
08TA,Rancho Del Lago Heliport,29.95190048,-98.22450256
08TE,B. J. Mc Combs Sisterdale Airport,29.975331,-98.742451
08TS,Puesta Del Sol Airport,26.881331,-98.504885
08TX,Cross Wind Airport,32.85820007,-97.74749756
08U,Stevens-Crosby Airport,41.51570129,-115.8600006
08VA,Springwood Airstrip,37.55400085,-79.74980164
08WA,Manchester Laboratory Heliport,47.574299,-122.547997
08WI,Pierick Airport,43.04359818,-90.35510254
08XA,Knolle Ranch Airport,30.479253,-96.504031
08XS,Peterson Airport,29.10810089,-95.77749634
09AA,Sheldon Chalet Heliport,62.969888,-150.75375
09AK,West Beaver Airport,61.589361,-149.847333
09AR,Magnolia Hospital Heliport,33.27320099,-93.23989868
09AZ,Stronghold Airport,31.9253006,-110.038002
09CA,Mee Memorial Hospital Heliport,36.20554,-121.132503
09CL,Alta Sierra Airport,39.11380005,-121.0569992
09CN,Tulare Motor Sports #2 Heliport,36.182556,-119.313572
09CO,Cottonwood Field,38.05559921,-103.6529999
09FA,Placid Lakes Airport,27.24559975,-81.4131012
09FD,Cheryl-Lane Landings Airport,28.67110062,-82.08730316
09FL,Sunnybreeze Airport,27.05559921,-81.97059631
09GA,Sunbelt Strip,31.11129951,-83.68409729
09I,International Falls Seaplane Base,48.60580063,-93.3707962
09IA,Skydive Iowa Airport,41.74580002,-92.40930176
09ID,Taylor Ranch Landing Area Airport,45.10390091,-114.8550034
09II,Gibbons Field,38.44729996,-86.44499969
09IL,Silver Cross Hospital Heliport,41.536183,-88.052279
09IN,Gordon Airport,41.1208992,-85.42500305
09IS,Swedish American Heliport,42.26499939,-89.07430267
09KS,Coffman Airport,38.70700073,-95.13829803
09KY,Baptist Hospital East Heliport,38.23899841,-85.63939667
09LA,Era Helicopters Fourchon Helibase Heliport,29.12330055,-90.2016983
09LL,Pine Hill Airport,42.4681015,-88.74320221
09LS,West Feliciana Sheriff's Office Heliport,30.82439995,-91.38459778
09MA,Kallander Field,42.3042984,-71.50589752
09ME,Perrotti Skyranch Airfield,43.34080124,-70.85469818
09MI,Michigan National Guard Headquarters Heliport,42.70809937,-84.56079865
09MN,W Johnson Field,44.77999878,-95.66359711
09MO,Hogue Farm Airport,37.3783989,-93.36329651
09N,Airhaven Airport,41.83259964,-73.87599945
09NC,William Irving Lewis Airport,35.32929993,-79.02999878
09NE,Summer Hill Farm Airport,41.33330154,-96.19360352
09NJ,Stonebridge Farm Helistop,40.65370178,-74.68650055
09NR,Dakota Air Ranch Airport,35.650122,-79.650311
09NY,Spring Lake Fire Department Heliport,41.92890167,-74.04889679
09OK,Ragtime Aerodrome,36.35449982,-95.86389923
09OR,Mid-Columbia Medical Center Heliport,45.587235,-121.163827
09PA,Eagle Field,40.82699966,-77.98809814
09PN,Hundley Residence Heliport,40.56200027,-75.1427002
09S,Sullivan Lake State Airport,48.84090042,-117.2839966
09TA,Lazy G Bar Ranch Airport,33.282101,-97.497002
09TE,Running M Ranch Airport,32.26679993,-97.86699677
09TN,Univ of Tennessee Medical Center Heliport,35.94169998,-83.94400024
09TS,Pitcock Rosillos Mountain Ranch Airport,29.48240089,-103.1650009
09TX,Smokey Mtn Ranch Airport,30.7390995,-102.0240021
09VA,Alum Ridge STOLport,36.97650146,-80.49389648
09VG,Augusta Medical Center Heliport,38.09080124,-78.98500061
09W,South Capitol Street Heliport,38.86869812,-77.00749969
09WA,Holy Family Hospital Heliport,47.71039963,-117.4069977
09WI,Parkway Farm Strip,44.00360107,-91.30760193
09XS,Baptist Medical Center Heliport,29.43300056,-98.49220276
09Y,Wipline Seaplane Base,44.8166008,-93.01550293
0AA6,Big Salmon Heliport,59.403055,-136.013611
0AA7,Kalifonsky Meadows Airport,60.491537,-151.2352525
0AK,Pilot Station Airport,61.934601,-162.899994
0AK0,Scotts Airport,64.39250183,-146.8619995
0AK1,Anderson Lake Airport,61.6169014,-149.3220062
0AK2,Yentna Bend Strip,61.725556,-150.678611
0AK3,Parker Lake Airport,62.03590012,-150.4940033
0AK5,Young Creek Airport,61.355352,-142.731832
0AK6,Victory Airport,61.80339813,-147.9440002
0AK7,Bradley Lake Hydroelectri Project Airstrip,59.77610016,-150.9589996
0AK8,Pollux Heliport,64.895835,-147.497501
0AK9,Falcon Lake Strip,61.33259964,-150.0590057
0AL0,Huntsville Field,34.68840027,-86.58889771
0AL1,Resort Airport,30.44389915,-87.6568985
0AL2,Clay County Hospital Heliport,33.27500153,-85.83329773
0AL3,Hospital Pad Heliport,31.43059921,-86.94029999
0AL4,Dekalb Regional Medical Center Heliport,34.442141,-85.755793
0AL5,Flomaton Airport,31.03219986,-87.25279999
0AL6,D.W. Mcmillian Memorial Hospital Heliport,31.12719917,-87.07330322
0AL7,Gadsden Regl Medical Center Heliport,34.00830078,-85.96530151
0AL8,Brookwood Medical Center Heliport,33.46390152,-86.77310181
0AL9,Wilson Creek Airport,34.84999847,-87.63249969
0AR0,Smh Heliport,36.18149948,-94.13710022
0AR1,Hooterville South Airport,35.09469986,-93.20200348
0AR2,Mission Field-Marotti Memorial Airport,35.26679993,-90.35009766
0AR3,Taylor's Air Strip,35.898998,-93.261001
0AR4,Ozarks Community Hospital Heliport,36.40929,-94.46005
0AR5,Rgnl Medical Center Heliport,35.83620071,-90.70179749
0AR6,Ami National Park Medical Center Heliport,34.48149872,-93.03099823
0AR7,Yancopin Airport,33.95009995,-91.18119812
0AR8,Howard Memorial Hospital Heliport,33.95009995,-93.85209656
0AR9,Eureka Springs Hospital Heliport,36.40010071,-93.74349976
0AZ0,Arizona Heart Hospital Heliport,33.48130035,-112.0400009
0AZ1,Taylor Field,32.30089951,-111.3239975
0AZ2,Western Sky Airport,33.77809906,-113.6419983
0AZ4,Flying Bucket Ranch Airport,32.9822998,-112.2870026
0AZ5,Castle Well Airport,33.86589813,-112.6029968
0AZ6,St Joseph's Hospital Heliport,33.4817009,-112.0770035
0AZ7,Sunstate Heliport,33.44369888,-111.9629974
0B2,Brewer Airport,44.76369858,-68.76779938
0B7,Warren-Sugarbush Airport,44.11669922,-72.82710266
0C1,Triple R Airport,39.4878006,-94.78050232
0C2,Hinckley Airport,41.77090073,-88.70339966
0C5,Canadian Lakes Airport,43.57640076,-85.2806015
0C7,Grandpas' Farm Mendota Airport,41.521999,-89.132599
0C8,Cushing Field Ltd Airport,41.51950073,-88.60559845
0C9,Coach & Paddock Heliport,40.63819885,-74.97570038
0CA0,Drew Medical Center Heliport,33.923302,-118.241997
0CA1,Northside Airpark,34.98830032,-120.4580002
0CA2,Va Greater Los Angeles Health Care Center Heliport,34.04919815,-118.4560013
0CA3,Crawford Airport,34.58750153,-120.0130005
0CA4,Shepherd Ranch Airport,34.62220001,-120.0650024
0CA5,Hoffman Private Airport,33.14310074,-116.7450027
0CA6,Emory Ranch Airport,32.7494444,-116.0161111
0CA7,Boeing Seal Beach (Rooftop) Heliport,33.75699997,-118.0879974
0CA8,Ward Ranch Airport,33.42779922,-116.8430023
0CA9,Blech Ranch Airport,35.59500122,-120.3389969
0CD0,Delta County Memorial Hospital Heliport,38.745155,-108.047973
0CD1,Colorado Plains Medical Center Heliport,40.2610917,-103.7963389
0CD2,Foxx Valley Airport,38.65250015,-104.2340012
0CD3,Branch's Heliport,40.34799957,-104.5279999
0CD4,Kauffman Heliport,40.14630127,-104.887001
0CD5,Pinon Canyon Airport,37.4905014,-104.1439972
0CD6,Exempla Good Samaritan Heliport,39.97169876,-105.0849991
0CD7,Fox Hole Airport,40.00469971,-105.0719986
0CD8,Prowers Medical Center Heliport,38.07109833,-102.6090012
0CD9,Swedish S.W. Medical Heliport,39.60309982,-105.0910034
0CL0,Yosemite Hidden Lake Ranch Airport,37.11800003,-119.913002
0CL1,Krey Field Airport,34.56940079,-117.5559998
0CL2,Parking Lot Heliport,32.59389877,-117.0849991
0CL3,John Nichol's Field Airport,32.6330986,-116.8929977
0CL4,Glen Fed Heliport,34.15719986,-118.2549973
0CL5,The Atrium Heliport,33.67060089,-117.8580017
0CL6,Bohunk's Airpark,34.69469833,-118.2829971
0CL7,Good Samaritan Hospital Heliport,34.054901,-118.264967
0CL8,Tera Ultralightport,35.59130096,-117.6340027
0CL9,Sce San Jacinto Valley Service Center Heliport,33.74110031,-117.151001
0CN1,Fiorini Ranch Airport,37.452178,-120.764758
0CN2,Sutter Butte Dusters Airport,39.228622,-121.688265
0CO0,Longmont United Hospital Heliport,40.17890167,-105.1259995
0CO1,Dave's Airport,40.03329849,-105.1240005
0CO2,Crested Butte Airpark,38.851918,-106.928341
0CO3,Greggs Nr 1 Airport,39.8894,-104.544997
0CO4,Geo-Seis Helicopters Heliport,40.58990097,-105.0459976
0CO5,Chenoweth Airport,39.83330154,-103.5899963
0CO6,Flying M & M Ranch Airport,38.2193985,-108.2129974
0CO7,Century Helicopters Heliport,40.58549881,-105.0400009
0CO8,Cartwheel Airport,40.20830154,-105.0130005
0CO9,Van Treese Airport,37.65829849,-106.0339966
0CT0,Sharon Hospital Heliport,41.88119888,-73.48100281
0CT1,Bristol-Myers Squibb Company Heliport,41.48479843,-72.7562027
0CT2,Windham Hospital Heliport,41.71699905,-72.22589874
0CT3,N B G H Heliport,41.66159821,-72.78790283
0CT4,Burke Heliport,41.50619888,-72.93979645
0CT5,St Francis Hospital Heliport,41.7745018,-72.6989975
0CT6,Middletown Heliport,41.59680176,-72.70449829
0CT7,Bridgeport Hospital Heliport,41.18840027,-73.16619873
0CT8,Danbury Hospital Heliport,41.4056015,-73.44470215
0CT9,Hartford Hospital Heliport,41.75450134,-72.67870331
0D6,Wilber Municipal Airport,40.47499847,-96.9878006
0D7,Ada Airport,40.79059982,-83.82910156
0D9,Air Park North,44.958,-84.9587
0.00E+00,Corydon Airport,40.75450134,-93.24130249
0FA0,Doral Resort & Country Club Heliport,25.81290054,-80.33889771
0FA1,Ott's Landing Airport,27.3039,-81.880403
0FA2,Doctors Memorial Hospital #2 Heliport,30.119753,-83.592732
0FA5,Briley Farm Seaplane Base,28.5727778,-81.6286111
0FD0,The 2A Ranch Airport,29.2675,-81.230103
0FD1,Panhandle Helicopter Llc Heliport,30.21409988,-85.87220001
0FD2,Dolphin Stadium Heliport,25.95999264,-80.2370026
0FD3,Dugger Field,30.49640083,-86.09380341
0FD4,Cloverleaf Farms Ii Inc. Heliport,29.3614006,-82.20819855
0FD5,Breezy Knoll Airport,30.82019997,-86.3443985
0FD6,Fulton Seaplane Base,27.90749931,-80.48639679
0FD9,Joy Farms Airport,30.65209961,-86.10939789
0FL0,Harper's Fly-In Ranch Airport,26.73060036,-81.16390228
0FL1,Thompson Airfield,29.98329926,-82.83560181
0FL2,Alligator Drink Seaplane Base,28.78779984,-81.16419983
0FL3,Old Town Ems Heliport,29.60280037,-82.98169708
0FL4,Jackson Heliport,30.70499992,-85.37830353
0FL5,Lake Conway South Seaplane Base,28.45859909,-81.34970093
0FL6,Stanchester Airport,27.805901,-82.140098
0FL7,Wcpx Tv-6 Heliport,28.61030006,-81.41940308
0FL8,Gary Gale Seaplane Base,30.19389915,-81.68190002
0FL9,Mc Daniel Ranch Inc. Airport,26.39389992,-81.02310181
0G0,North Buffalo Suburban Airport,43.103199,-78.7033
0G5,Grand Marais/Cook County Seaplane Base,47.8263,-90.3835
0GA0,Halls Flying Ranch Airport,33.35620117,-84.36710358
0GA1,Mustang Field,34.47790146,-82.89710236
0GA2,"Airnautique, Inc. Airport",34.37789917,-82.9457016
0GA3,Ayresouth Airport,33.77009964,-85.06079865
0GA4,Paradise Falls Airport,33.81290054,-83.50569916
0GA5,Big Canoe Heliport,34.45479965,-84.28910065
0GA6,Sunset Strip,33.73339844,-83.81880188
0GA7,Hickory Level Airfield,33.6833992,-84.99990082
0GA8,Paso Fino Farm Airport,30.88710022,-83.41600037
0GA9,Roberta Industrial Park Airport,32.71390152,-84.02749634
0GE0,Pinewood Airport,33.78210068,-84.80079651
0GE1,Crystal Lake Airpark,31.66550064,-83.44709778
0GE3,Lookout Mountain Airport,34.90470123,-85.45970154
0GE4,Pecan Patch Airstrip,33.33140182,-84.26670074
0GE5,Mountain Airpark,34.5617981,-83.71350098
0GE7,Carpenter Airport,33.52030182,-82.37249756
0GE9,Pegasus Ranch Airport,32.69390106,-81.79859924
0H7,Kahoka Municipal Airport,40.42160034,-91.70629883
0I2,Brazil Clay County Airport,39.47669983,-87.09970093
0IA0,Knoxville Area Community Hospital Heliport,41.31689835,-93.09600067
0IA1,St Anthony Regional Hospital Heliport,42.05830002,-94.86830139
0IA2,Audubon County Memorial Hospital Heliport,41.71549988,-94.93859863
0IA3,Hawkeye Airport,42.43470001,-92.32800293
0IA4,Sharar Field,41.03340149,-91.05010223
0IA5,Moore Private Airport,40.87220001,-93.26270294
0IA6,Rinehart Airport,41.65969849,-92.28990173
0IA7,Cromwell Heliport,41.03889847,-94.46690369
0IA8,Hannen Airport,42.22800064,-91.75099945
0IA9,Army Reserve Heliport,40.83340073,-91.30010223
0ID0,South Fork Ranch Airport,43.60639954,-115.1070023
0ID1,Ziggy's Airport,42.64120102,-114.6050034
0ID2,Flying Joseph Ranch Airport,44.44290161,-113.7730026
0ID3,Coyote Run Airport,43.07580185,-115.6729965
0ID4,Black Butte Ranch Airport,43.04769897,-114.4700012
0ID5,Ez Lope Ranch Airport,43.05310059,-116.461998
0ID6,Steele Memorial Heliport,45.173791,-113.891423
0ID7,Z X Ranch Airport,43.230308,-116.763192
0ID8,Pinnacle Airport,45.775197,-116.178475
0ID9,Corral Creek Airport,46.785278,-116.471131
0II0,Chuck's Airport,40.25999832,-85.25330353
0II1,Unsicker Airport,40.42810059,-86.15329742
0II2,Creighton Airport,41.45729828,-86.12439728
0II3,Miller Strip,40.6278,-86.037804
0II5,Marshall Field,40.65950012,-86.85720062
0II6,Kropf Airport,41.64310074,-85.82969666
0II7,Frost Field,39.79560089,-85.78610229
0II8,Sutton's Field,41.32479858,-87.47589874
0II9,Winters Airport,39.53419876,-86.57720184
0IL0,Hamilton Memorial Hospital Heliport,38.08670044,-88.53890228
0IL1,Loyola University Medical Center Heliport,41.86090088,-87.83640289
0IL2,Griffin Airport,38.803056,-88.997778
0IL3,Flying B Ranch Airport,40.1570015,-87.67449951
0IL4,Good Samaritan Hospital Heliport,41.81890106,-88.00779724
0IL5,OSF St Luke Medical Center Heliport,41.221865,-89.947788
0IL6,Kishwaukee Community Hospital Heliport,41.96310043,-88.71730042
0IL8,Walter Airport,41.87250137,-88.72370148
0IL9,Jack W. Watson Airport,41.85480118,-88.78730011
0IN1,Snider Field,38.5,-87.59590149
0IN2,The Lazy K Airport,40.82780075,-85.08609772
0IN3,Graves Landing Strip,41.11669922,-86.66670227
0IN4,Air Park Field,41.12779999,-84.94719696
0IN5,Byrne Field,38.32899857,-86.03359985
0IN7,Roto-Whirl/Holiday Heliport,39.922501,-86.226097
0IN8,Roto-Whirl/Vantage Heliport,39.837299,-86.118597
0IN9,Parrish Airport,37.99309921,-87.95140076
0IS0,Trinity Medical Center West Heliport,41.48109818,-90.5714035
0IS2,Evanston/Glenbrook Heliport,42.0931015,-87.8526001
0IS3,Cady Aerial RLA Restricted Landing Area,41.66080093,-89.69360352
0IS4,Dawson Farms Airport,39.76250076,-88.67150116
0IS6,Dongola Heliport,37.36560059,-89.16359711
0IS8,Blessing Hospital At 11th St Heliport,39.93640137,-91.39900208
0IS9,Bernardin Heliport,41.70840073,-89.20290375
0J0,Abbeville Municipal Airport,31.60020065,-85.23880005
0J8,Flying Ten Airport,29.61800003,-82.50869751
0K6,Dobie's Airport,36.178496,-95.580468
0KS0,J V Ranch Airport,38.63330078,-95.9253006
0KS2,Kellie Mann Airfield,38.560001,-95.309097
0KS3,Camp Chippewa Airport,38.56669998,-95.36689758
0KS4,Norris Airport,38.807239,-95.370056
0KS6,Kendrigan Airport,37.45220184,-97.31780243
0KS7,Mono Aircraft Airport,37.69279861,-97.88639832
0KS8,Pearce Field,37.38249969,-95.37470245
0KS9,Lmn 120 Airport,37.51589966,-96.9197998
0KY0,Owen Air Park,38.62279892,-84.77890015
0KY1,Arnemann Farms Airport,36.7655983,-86.61830139
0KY2,Mgt Station 2105 Heliport,37.50559998,-86.83750153
0KY3,Tennessee Gas Heliport,38.561404,-83.952795
0KY4,Cambron Field,37.56439972,-87.08190155
0KY5,Falin Landing Strip,36.8125,-86.375
0KY6,Tennessee Gas Heliport,38.2682991,-82.57749939
0KY7,Clinton-Hickman County Airport,36.63610077,-88.99859619
0KY8,Sky Airport,37.117199,-83.736099
0KY9,Pine Mountain Aero Heliport,37.11360168,-82.8035965
0L4,Lida Junction Airport,37.4858017,-117.1910019
0L5,Goldfield Airport,37.722751,-117.236368
0L6,Winn Parish Medical Center Heliport,31.92320061,-92.64569855
0LA0,West Hackberry Heliport,30.00849915,-93.40019989
0LA1,Double H Ranch Airport,30.22940063,-90.9733963
0LA2,Don Babin-Private Airport,30.27799988,-90.96320343
0LA3,Belcher Airpatch Airport,32.7492981,-93.87349701
0LA4,North Caddo Medical Center Heliport,32.86410141,-93.98899841
0LA5,Conoco Inc Heliport,29.25799942,-89.96369934
0LA6,Freeport Sulphur Heliport,29.2586,-89.959198
0LA7,Exxon Heliport,29.25580025,-89.96759796
0LA8,Jackson Parish Hospital Heliport,32.25170135,-92.71279907
0LA9,Rebel Field,30.5862999,-90.8615036
0LL0,Kaufield Airport,42.26470184,-88.73000336
0LL1,Jerseyville Aviation Inc Airport,39.09420013,-90.31340027
0LL2,Murk's Strip,40.73889923,-90.38069916
0LL3,Koenig Airport,39.05500031,-90.34210205
0LL4,Flaherty Field,41.4192009,-89.12310028
0LL5,Busboom RLA Restricted Landing Area,40.11000061,-88.07839966
0LL6,Gord Airport,41.69839859,-88.60759735
0LL7,Valley West Hospital Heliport,41.657994,-88.621297
0LL9,Savanna Army Depot Helipad,42.183399,-90.255698
0LS0,Theriot Field,29.74970055,-90.7358017
0LS2,Evergreen Fourchon Heliport,29.11639977,-90.20220184
0LS3,Evergreen Venice Heliport,29.29669952,-89.37439728
0LS4,Buller's Airstrip,30.808701,-92.188003
0LS5,Trahan Ultralightport,30.30690002,-92.12979889
0LS6,Dufour Airport,30.78770065,-92.05039978
0LS7,Morgan Field,30.6128006,-91.48419952
0LS8,Lonesome Dove Airfield,30.28580093,-92.94129944
0LS9,Huenefeld Airport,32.50429916,-91.98210144
0MA1,Massachusetts General Hospital Heliport,42.36370087,-71.06890106
0MA2,Healthalliance Hospital-Leominster Heliport,42.54090118,-71.76280212
0MA3,Reh Heliport,41.78739929,-71.23179626
0MA4,Boston Medical Center Hospital Heliport,42.33359909,-71.07170105
0MA5,Brockton Usar Center Heliport,42.05590057,-71.05590057
0MA6,Wbz Heliport,42.36510086,-71.13259888
0MA8,Textron/Everett Heliport,42.404496,-71.070602
0MA9,Lleia Kyle O'Meara Heliport,42.50310135,-71.90840149
0MD0,Baltimore Washington Medical Center Heliport,39.13759995,-76.62329865
0MD1,Taylor Field,39.18730164,-75.79270172
0MD2,Squier Landing Airport,38.287781,-76.867575
0MD3,The Johns Hopkins Hospital Heliport,39.29729843,-76.59329987
0MD4,Pond View Private Airport,39.26679993,-76.18720245
0MD5,Greater Laurel Beltsville Hospital Heliport,39.08760071,-76.88159943
0MD6,Walters Airport,39.38119888,-77.10579681
0MD7,The Aspen Institute Heliport,38.90930176,-76.11969757
0MD8,Security Ford Heliport,39.2458992,-76.67610168
0MD9,Calvert Memorial Hospital Heliport,38.56100082,-76.59660339
